time,oat_C,diffused_irradiance_Wm2,global_irradiance_Wm2,pv_generation_scaled_W
2020-07-09 11:01:00,20.6625,108.4275,871.1971,2107.5
2020-07-09 11:02:00,20.371,104.9494,870.5602,2150.0
2020-07-09 11:03:00,20.6617,101.7876,861.007,2153.5
2020-07-09 11:04:00,20.7077,104.3171,868.3311,2139.5
2020-07-09 11:05:00,20.446,105.2656,871.1971,2148.5
2020-07-09 11:06:00,20.4092,106.2142,869.9233,2146.0
2020-07-09 11:07:00,20.5468,110.0084,875.3368,2151.0
2020-07-09 11:08:00,20.9442,111.2731,881.3871,2161.5
2020-07-09 11:09:00,21.1672,112.8541,886.4822,2189.0
2020-07-09 11:10:00,19.9905,111.9055,884.2532,2182.0
2020-07-09 11:11:00,20.7473,115.0674,888.7113,2166.0
2020-07-09 11:12:00,20.1436,109.376,886.1638,2163.5
2020-07-09 11:13:00,20.7133,111.5893,888.0744,2191.0
2020-07-09 11:14:00,20.4999,105.5818,880.7503,2173.0
2020-07-09 11:15:00,21.2409,110.0084,890.9404,2182.0
2020-07-09 11:16:00,20.2406,113.4864,898.5829,2189.0
2020-07-09 11:17:00,20.1858,110.957,894.4432,2178.0
2020-07-09 11:18:00,21.039,108.1113,893.8063,2195.5
2020-07-09 11:19:00,20.4286,109.376,892.851,2185.0
2020-07-09 11:20:00,20.9988,110.6408,899.8567,2194.5
2020-07-09 11:21:00,21.5907,110.3246,899.5382,2198.5
2020-07-09 11:22:00,21.2929,107.4789,898.9014,2191.5
2020-07-09 11:23:00,20.665,110.957,904.3148,2208.0
2020-07-09 11:24:00,20.1825,110.3246,905.907,2214.5
2020-07-09 11:25:00,20.4542,114.435,912.9127,2208.5
2020-07-09 11:26:00,20.2999,116.0159,914.1865,2224.0
2020-07-09 11:27:00,20.5273,112.5379,910.3652,2237.0
2020-07-09 11:28:00,21.7432,116.0159,917.6893,2226.0
2020-07-09 11:29:00,20.511,116.0159,909.7283,2238.5
2020-07-09 11:30:00,21.2915,112.5379,918.9631,2236.0
2020-07-09 11:31:00,21.7468,110.0084,918.9631,2249.5
2020-07-09 11:32:00,22.4823,111.9055,921.1921,2259.5
2020-07-09 11:33:00,21.3482,109.6922,920.8737,2249.0
2020-07-09 11:34:00,,,,2249.0
2020-07-09 11:35:00,20.5668,121.3911,932.9745,2260.0
2020-07-09 11:36:00,20.9439,122.0234,936.1588,2257.5
2020-07-09 11:37:00,20.7281,118.5454,927.5609,2262.5
2020-07-09 11:38:00,20.7975,122.3396,933.2928,2267.0
2020-07-09 11:39:00,21.1188,119.494,932.0191,2300.5
2020-07-09 11:40:00,21.584,117.913,929.79,2253.5
2020-07-09 11:41:00,21.0719,115.0674,930.4269,2267.5
2020-07-09 11:42:00,21.6324,117.913,933.2928,2290.5
2020-07-09 11:43:00,20.4319,125.1853,946.0305,2286.0
2020-07-09 11:44:00,20.8427,123.6044,945.3936,2289.0
2020-07-09 11:45:00,20.2988,121.7073,940.6169,2284.5
2020-07-09 11:46:00,20.4797,126.1338,950.4886,2281.0
2020-07-09 11:47:00,20.8844,123.9205,945.3936,2298.5
2020-07-09 11:48:00,20.978,122.6558,945.712,2294.5
2020-07-09 11:49:00,20.7829,121.7073,944.7567,2297.5
2020-07-09 11:50:00,20.6506,119.494,946.3489,2290.5
2020-07-09 11:51:00,20.8162,123.6044,945.3936,2304.5
2020-07-09 11:52:00,20.6973,121.3911,948.2595,2319.0
2020-07-09 11:53:00,20.7313,124.2367,954.6284,2337.0
2020-07-09 11:54:00,21.7479,118.5454,948.578,2303.0
2020-07-09 11:55:00,21.4992,117.5968,946.6674,2305.0
2020-07-09 11:56:00,20.1023,112.5379,945.712,2307.5
2020-07-09 11:57:00,22.1855,114.7512,946.6674,2305.0
2020-07-09 11:58:00,22.1823,119.8101,957.4943,2316.5
2020-07-09 11:59:00,22.3513,116.0159,953.3546,2317.5
2020-07-09 12:00:00,22.5969,112.2217,950.1702,2322.0
2020-07-09 12:01:00,22.3425,113.8026,952.7177,2326.0
2020-07-09 12:02:00,22.2334,116.6483,955.2652,2323.0
2020-07-09 12:03:00,20.9846,123.9205,965.4553,2412.0
2020-07-09 12:04:00,22.2464,117.2807,957.1758,2438.5
2020-07-09 12:05:00,21.6602,121.3911,965.1369,2467.5
2020-07-09 12:06:00,20.9709,121.0749,962.2709,2505.0
2020-07-09 12:07:00,21.6586,119.1778,958.7681,2511.5
2020-07-09 12:08:00,21.1579,122.3396,963.8632,2523.0
2020-07-09 12:09:00,21.2659,120.7587,964.1815,2528.5
2020-07-09 12:10:00,22.0603,120.7587,962.5894,2623.5
2020-07-09 12:11:00,21.6587,125.5015,969.595,2615.5
2020-07-09 12:12:00,21.6997,123.2882,969.9135,2613.0
2020-07-09 12:13:00,22.278,119.8101,967.0475,2626.0
2020-07-09 12:14:00,22.3242,116.6483,965.4553,2622.0
2020-07-09 12:15:00,22.2529,122.3396,970.8688,2616.0
2020-07-09 12:16:00,22.5067,120.7587,967.6844,2626.0
2020-07-09 12:17:00,22.1159,126.7662,975.9638,2630.0
2020-07-09 12:18:00,21.6761,123.6044,976.6007,2628.5
2020-07-09 12:19:00,22.0107,121.7073,973.0978,2628.5
2020-07-09 12:20:00,22.3527,122.6558,974.0532,2621.0
2020-07-09 12:21:00,21.8215,121.3911,971.8241,2640.0
2020-07-09 12:22:00,21.9663,116.9645,971.5057,2633.0
2020-07-09 12:23:00,21.1744,121.3911,973.7347,2627.0
2020-07-09 12:24:00,21.7081,117.2807,973.0978,2616.5
2020-07-09 12:25:00,21.9251,121.0749,975.0085,2630.0
2020-07-09 12:26:00,21.639,117.2807,972.461,2629.5
2020-07-09 12:27:00,21.6157,114.7512,971.8241,2655.0
2020-07-09 12:28:00,22.5641,118.5454,983.2879,2641.0
2020-07-09 12:29:00,21.7899,113.1703,973.7347,2659.0
2020-07-09 12:30:00,22.2774,114.435,982.3326,2650.5
2020-07-09 12:31:00,22.2461,108.7437,971.8241,2641.0
2020-07-09 12:32:00,22.291,106.2142,968.0029,2663.5
2020-07-09 12:33:00,22.6714,108.7437,973.0978,2648.5
2020-07-09 12:34:00,22.9779,108.4275,973.7347,2635.5
2020-07-09 12:35:00,22.8917,107.1627,973.7347,2642.5
2020-07-09 12:36:00,22.8381,109.376,976.2823,2658.5
2020-07-09 12:37:00,23.1551,103.3685,968.0029,2653.5
2020-07-09 12:38:00,23.3166,108.7437,974.6901,2661.0
2020-07-09 12:39:00,23.0855,106.2142,974.0532,2640.5
2020-07-09 12:40:00,23.8572,102.42,971.1873,2645.5
2020-07-09 12:41:00,23.0055,102.1038,972.461,2647.0
2020-07-09 12:42:00,22.879,104.9494,975.327,2585.5
2020-07-09 12:43:00,23.2991,106.8466,982.3326,2660.5
2020-07-09 12:44:00,23.5969,105.2656,976.6007,2661.5
2020-07-09 12:45:00,22.5328,108.4275,982.0142,2656.0
2020-07-09 12:46:00,22.3377,116.6483,993.1596,2680.0
2020-07-09 12:47:00,22.8537,116.6483,997.2993,2663.0
2020-07-09 12:48:00,23.0503,113.8026,995.7071,2674.5
2020-07-09 12:49:00,23.2838,110.3246,994.4333,2662.0
2020-07-09 12:50:00,22.3627,111.9055,991.249,2669.0
2020-07-09 12:51:00,22.6238,110.6408,993.4781,2658.0
2020-07-09 12:52:00,23.2368,108.7437,990.2936,2663.5
2020-07-09 12:53:00,22.8417,112.2217,999.8468,2659.5
2020-07-09 12:54:00,22.8782,108.1113,994.7518,2667.5
2020-07-09 12:55:00,23.0407,108.7437,995.0702,2659.0
2020-07-09 12:56:00,23.7094,106.8466,993.7964,2674.0
2020-07-09 12:57:00,23.2683,105.2656,993.4781,2658.5
2020-07-09 12:58:00,24.6758,102.1038,990.9305,2666.5
2020-07-09 12:59:00,23.5731,102.42,986.1539,2646.5
2020-07-09 13:00:00,23.0683,102.7362,988.0645,2653.0
2020-07-09 13:01:00,23.1806,103.3685,990.6121,2677.0
2020-07-09 13:02:00,24.1786,105.898,995.7071,2653.5
2020-07-09 13:03:00,23.631,102.1038,992.2042,2666.0
2020-07-09 13:04:00,24.004,105.5818,997.2993,2673.5
2020-07-09 13:05:00,23.7445,100.839,989.0199,2668.0
2020-07-09 13:06:00,22.9659,110.0084,1001.1205,2659.5
2020-07-09 13:07:00,23.0811,108.1113,994.4333,2651.0
2020-07-09 13:08:00,22.9878,112.5379,999.21,2670.0
2020-07-09 13:09:00,23.3831,111.5893,997.2993,2679.0
2020-07-09 13:10:00,23.7765,107.4789,993.7964,2671.0
2020-07-09 13:11:00,23.4413,105.2656,985.517,2654.0
2020-07-09 13:12:00,23.5268,104.0009,986.4724,2670.0
2020-07-09 13:13:00,23.3566,107.4789,992.5227,2664.5
2020-07-09 13:14:00,23.8259,109.6922,992.5227,2664.5
2020-07-09 13:15:00,24.1012,105.5818,989.3383,2666.0
2020-07-09 13:16:00,23.9518,106.5304,990.2936,2668.0
2020-07-09 13:17:00,23.5516,103.6847,988.0645,2663.0
2020-07-09 13:18:00,23.251,107.7951,985.8355,2648.0
2020-07-09 13:19:00,23.2176,109.0599,992.8412,2642.5
2020-07-09 13:20:00,24.0236,108.1113,992.2042,2655.0
2020-07-09 13:21:00,24.3684,106.2142,987.4277,2649.0
2020-07-09 13:22:00,23.8441,107.7951,989.9752,2640.5
2020-07-09 13:23:00,23.8191,109.6922,992.8412,2637.5
2020-07-09 13:24:00,24.7594,109.376,991.249,2643.5
2020-07-09 13:25:00,23.9705,116.3321,995.7071,2650.5
2020-07-09 13:26:00,23.9681,112.8541,992.8412,2643.0
2020-07-09 13:27:00,23.3815,115.3836,997.2993,2634.0
2020-07-09 13:28:00,24.2012,110.3246,991.249,2636.0
2020-07-09 13:29:00,23.9999,109.376,987.4277,2662.0
2020-07-09 13:30:00,24.3505,106.8466,986.4724,2651.5
2020-07-09 13:31:00,24.0009,110.3246,991.249,2643.0
2020-07-09 13:32:00,23.8161,114.435,993.4781,2635.0
2020-07-09 13:33:00,23.5801,110.6408,987.7461,2619.5
2020-07-09 13:34:00,22.9715,115.6997,991.249,2629.5
2020-07-09 13:35:00,24.1017,114.7512,992.8412,2630.5
2020-07-09 13:36:00,24.4161,108.7437,987.1093,2616.5
2020-07-09 13:37:00,24.1542,110.3246,988.0645,2612.0
2020-07-09 13:38:00,24.0738,109.6922,979.7852,2617.5
2020-07-09 13:39:00,23.9452,110.6408,985.1986,2604.0
2020-07-09 13:40:00,24.4965,113.4864,989.9752,2611.5
2020-07-09 13:41:00,24.0259,110.0084,984.2433,2610.5
2020-07-09 13:42:00,24.9151,108.1113,980.422,2594.0
2020-07-09 13:43:00,23.9297,106.2142,978.1929,2587.0
2020-07-09 13:44:00,24.6656,109.0599,977.556,2598.0
2020-07-09 13:45:00,25.2969,106.5304,976.2823,2581.0
2020-07-09 13:46:00,25.7283,109.6922,984.2433,2598.5
2020-07-09 13:47:00,23.4549,114.7512,984.5618,2585.5
2020-07-09 13:48:00,24.5159,116.9645,988.0645,2585.0
2020-07-09 13:49:00,23.6952,118.2292,983.6064,2587.0
2020-07-09 13:50:00,24.8565,120.1263,983.2879,2588.5
2020-07-09 13:51:00,24.4346,117.5968,983.2879,2592.5
2020-07-09 13:52:00,23.7899,120.4425,986.1539,2590.5
2020-07-09 13:53:00,24.3992,119.1778,983.9248,2569.5
2020-07-09 13:54:00,23.9152,117.5968,978.5114,2567.5
2020-07-09 13:55:00,24.8627,119.494,982.6511,2580.0
2020-07-09 13:56:00,24.4391,113.8026,972.461,2611.5
2020-07-09 13:57:00,25.0182,113.8026,978.5114,2598.0
2020-07-09 13:58:00,24.8109,113.4864,975.6454,2596.0
2020-07-09 13:59:00,24.4773,116.6483,976.6007,2570.0
2020-07-09 14:00:00,24.1891,119.8101,981.3773,2582.0
2020-07-09 14:01:00,23.8972,124.8691,985.1986,2568.5
2020-07-09 14:02:00,24.81,122.6558,988.383,2569.0
2020-07-09 14:03:00,24.5047,123.6044,984.2433,2537.5
2020-07-09 14:04:00,24.7611,123.2882,981.6958,2530.5
2020-07-09 14:05:00,24.1247,113.1703,969.2766,2538.0
2020-07-09 14:06:00,23.8798,122.972,979.7852,2559.5
2020-07-09 14:07:00,24.6114,120.7587,977.2376,2547.0
2020-07-09 14:08:00,24.2345,121.3911,975.9638,2572.5
2020-07-09 14:09:00,24.4199,119.8101,975.6454,2542.0
2020-07-09 14:10:00,24.5909,119.494,976.6007,2543.0
2020-07-09 14:11:00,25.3217,115.3836,973.4163,2541.0
2020-07-09 14:12:00,24.2061,113.4864,966.4106,2543.5
2020-07-09 14:13:00,24.5068,116.6483,971.8241,2539.5
2020-07-09 14:14:00,24.1592,115.3836,968.0029,2527.0
2020-07-09 14:15:00,24.2206,120.1263,976.2823,2519.5
2020-07-09 14:16:00,24.5698,116.6483,969.595,2531.5
2020-07-09 14:17:00,23.7593,113.8026,967.366,2491.0
2020-07-09 14:18:00,24.5273,113.8026,962.5894,2493.5
2020-07-09 14:19:00,24.5166,114.1188,963.5447,2508.5
2020-07-09 14:20:00,24.6544,116.9645,970.2319,2490.0
2020-07-09 14:21:00,24.3803,116.6483,968.0029,2502.5
2020-07-09 14:22:00,23.8822,118.5454,967.366,2469.5
2020-07-09 14:23:00,24.9782,120.7587,969.2766,2463.0
2020-07-09 14:24:00,24.9474,117.5968,963.8632,2426.5
2020-07-09 14:25:00,25.1823,115.0674,958.1312,2407.0
2020-07-09 14:26:00,24.1464,117.2807,962.9078,2368.5
2020-07-09 14:27:00,24.5917,116.6483,958.7681,2348.0
2020-07-09 14:28:00,24.1848,120.7587,962.2709,2327.0
2020-07-09 14:29:00,25.0897,116.0159,954.6284,2323.5
2020-07-09 14:30:00,24.4346,121.0749,960.3603,2319.5
2020-07-09 14:31:00,24.1889,120.7587,957.1758,2303.5
2020-07-09 14:32:00,23.6565,120.7587,954.9468,2308.0
2020-07-09 14:33:00,23.957,122.972,959.7234,2294.5
2020-07-09 14:34:00,24.052,119.494,953.3546,2284.5
2020-07-09 14:35:00,24.3293,118.5454,952.0809,2278.5
2020-07-09 14:36:00,24.5169,115.0674,948.8964,2281.5
2020-07-09 14:37:00,24.2153,115.3836,946.0305,2282.5
2020-07-09 14:38:00,23.7318,116.0159,945.0751,2267.5
2020-07-09 14:39:00,24.5391,116.0159,941.8907,2265.5
2020-07-09 14:40:00,24.2788,114.7512,942.8461,2257.5
2020-07-09 14:41:00,24.8663,112.8541,938.0695,2253.5
2020-07-09 14:42:00,25.6607,108.1113,931.7006,2233.5
2020-07-09 14:43:00,24.4152,111.9055,938.7064,2257.0
2020-07-09 14:44:00,24.7744,110.3246,932.9745,2243.5
2020-07-09 14:45:00,24.1104,116.0159,940.6169,2264.0
2020-07-09 14:46:00,23.9764,114.7512,934.2482,2263.0
2020-07-09 14:47:00,23.7922,115.3836,935.2035,2252.5
2020-07-09 14:48:00,24.272,113.1703,931.7006,2239.5
2020-07-09 14:49:00,23.9683,111.9055,927.5609,2255.0
2020-07-09 14:50:00,24.2153,113.1703,932.3376,2227.0
2020-07-09 14:51:00,24.2847,116.0159,930.1085,2237.0
2020-07-09 14:52:00,23.5818,118.8616,937.1142,2229.0
2020-07-09 14:53:00,25.1231,116.0159,932.656,2217.0
2020-07-09 14:54:00,25.0522,112.2217,924.3765,2230.5
2020-07-09 14:55:00,24.4181,113.1703,924.695,2193.5
2020-07-09 14:56:00,24.1612,110.957,919.2816,2173.0
2020-07-09 14:57:00,24.8364,104.0009,908.4545,2178.5
2020-07-09 14:58:00,23.8595,110.3246,915.1418,2162.5
2020-07-09 14:59:00,23.454,112.8541,919.6,2156.5
2020-07-09 15:00:00,24.0946,109.376,908.773,2159.5
2020-07-09 15:01:00,24.8131,110.0084,908.773,2156.0
2020-07-09 15:02:00,25.1853,111.5893,907.1808,2168.5
2020-07-09 15:03:00,24.6072,109.376,898.2645,2174.0
2020-07-09 15:04:00,24.5459,109.0599,900.1751,2161.5
2020-07-09 15:05:00,25.1025,107.7951,897.946,2156.0
2020-07-09 15:06:00,24.9274,110.0084,896.6722,2154.5
2020-07-09 15:07:00,24.7173,108.7437,894.4432,2150.0
2020-07-09 15:08:00,24.8588,107.4789,886.1638,2136.5
2020-07-09 15:09:00,24.8361,104.9494,882.024,2132.0
2020-07-09 15:10:00,24.4864,111.5893,889.6666,2101.0
2020-07-09 15:11:00,25.1578,103.0523,877.8843,2084.5
2020-07-09 15:12:00,25.478,103.6847,877.8843,2074.5
2020-07-09 15:13:00,25.1581,101.4714,872.4708,2065.5
2020-07-09 15:14:00,25.2538,104.6333,873.1077,2058.0
2020-07-09 15:15:00,24.9113,107.7951,874.6999,2057.5
2020-07-09 15:16:00,25.3419,106.8466,868.968,2050.0
2020-07-09 15:17:00,25.1724,108.7437,875.6552,2047.5
2020-07-09 15:18:00,24.6434,106.2142,868.0127,2032.0
2020-07-09 15:19:00,25.2334,109.376,868.968,2028.0
2020-07-09 15:20:00,25.5567,108.1113,866.4205,2018.5
2020-07-09 15:21:00,25.1406,107.7951,860.6885,2005.0
2020-07-09 15:22:00,26.2962,108.7437,861.007,1998.5
2020-07-09 15:23:00,26.3886,107.7951,857.5042,2001.0
2020-07-09 15:24:00,25.9083,108.7437,859.4148,2006.0
2020-07-09 15:25:00,26.717,107.1627,854.3198,1996.5
2020-07-09 15:26:00,26.3698,106.5304,848.5878,1973.0
2020-07-09 15:27:00,26.7278,103.3685,842.5375,1979.5
2020-07-09 15:28:00,26.1257,110.957,850.8169,1965.0
2020-07-09 15:29:00,25.8362,105.5818,842.856,1951.0
2020-07-09 15:30:00,26.4347,108.4275,844.4481,1929.0
2020-07-09 15:31:00,26.1045,106.2142,838.7162,1902.0
2020-07-09 15:32:00,26.0136,104.3171,834.8949,1856.0
2020-07-09 15:33:00,26.7264,100.839,830.7552,1850.0
2020-07-09 15:34:00,26.0705,103.3685,834.258,1817.0
2020-07-09 15:35:00,25.4189,105.898,833.9396,1813.5
2020-07-09 15:36:00,25.5039,106.5304,830.1183,1800.5
2020-07-09 15:37:00,25.2594,105.898,827.5708,1802.0
2020-07-09 15:38:00,25.558,102.7362,823.4311,1746.5
2020-07-09 15:39:00,25.8721,102.1038,820.2467,1786.5
2020-07-09 15:40:00,26.2018,100.5229,818.336,1770.0
2020-07-09 15:41:00,26.1621,103.6847,818.6545,1764.5
2020-07-09 15:42:00,26.181,99.8905,813.5594,1745.0
2020-07-09 15:43:00,26.0558,102.1038,810.3751,1732.5
2020-07-09 15:44:00,25.8412,101.4714,807.8275,1731.5
2020-07-09 15:45:00,25.6368,103.0523,813.241,1738.0
2020-07-09 15:46:00,25.3273,104.9494,810.6935,1714.0
2020-07-09 15:47:00,24.6726,105.898,808.7828,1721.0
2020-07-09 15:48:00,24.5163,100.839,803.051,1730.5
2020-07-09 15:49:00,25.212,103.6847,807.5091,1723.0
2020-07-09 15:50:00,24.7441,100.2067,800.8218,1708.5
2020-07-09 15:51:00,24.9145,100.2067,795.0899,1725.0
2020-07-09 15:52:00,25.5295,100.5229,799.5481,1713.5
2020-07-09 15:53:00,26.6899,97.9934,791.9055,1723.5
2020-07-09 15:54:00,25.8404,95.7801,785.8552,1715.0
2020-07-09 15:55:00,25.1459,97.361,787.7658,1717.0
2020-07-09 15:56:00,25.5592,99.8905,789.6765,1710.0
2020-07-09 15:57:00,25.5575,97.361,782.6707,1699.5
2020-07-09 15:58:00,25.7239,95.7801,777.2573,1688.5
2020-07-09 15:59:00,25.9412,94.1992,772.4807,1660.5
2020-07-09 16:00:00,25.12,96.7286,774.0729,1631.5
2020-07-09 16:01:00,24.7602,100.5229,775.0282,1608.5
2020-07-09 16:02:00,24.7677,97.9934,769.6147,1579.0
2020-07-09 16:03:00,25.5971,101.4714,768.6594,1570.0
2020-07-09 16:04:00,25.5478,100.2067,766.1119,1545.0
2020-07-09 16:05:00,24.7921,96.4125,760.6984,1592.5
2020-07-09 16:06:00,25.4725,104.6333,771.2069,1562.5
2020-07-09 16:07:00,25.6052,97.9934,756.2402,1532.0
2020-07-09 16:08:00,24.992,102.7362,756.8771,1513.5
2020-07-09 16:09:00,24.7757,102.1038,755.2849,1415.0
2020-07-09 16:10:00,24.6968,100.5229,750.1899,1392.0
2020-07-09 16:11:00,24.9578,98.3096,741.2736,1338.0
2020-07-09 16:12:00,25.33,100.2067,746.6871,1277.5
2020-07-09 16:13:00,24.2658,101.1552,745.7317,1404.0
2020-07-09 16:14:00,24.098,101.7876,736.8154,1416.5
2020-07-09 16:15:00,24.4817,98.3096,733.631,1412.5
2020-07-09 16:16:00,24.7887,101.4714,742.2289,1380.0
2020-07-09 16:17:00,24.6872,94.8315,726.6253,1374.5
2020-07-09 16:18:00,24.4416,99.2581,731.4019,1344.5
2020-07-09 16:19:00,24.6755,97.361,724.7147,1324.5
2020-07-09 16:20:00,25.1005,98.9419,725.67,1273.0
2020-07-09 16:21:00,25.1818,103.0523,727.899,1240.0
2020-07-09 16:22:00,24.6234,97.361,719.6196,1234.5
2020-07-09 16:23:00,23.9586,104.9494,728.5359,1230.5
2020-07-09 16:24:00,24.1977,99.8905,716.4352,1283.0
2020-07-09 16:25:00,24.2009,100.839,714.5246,1229.0
2020-07-09 16:26:00,25.1344,99.5743,711.9771,1225.0
2020-07-09 16:27:00,24.7192,93.883,704.653,1200.5
2020-07-09 16:28:00,24.8178,92.302,693.1891,1174.0
2020-07-09 16:29:00,25.808,93.5668,691.5969,1176.5
2020-07-09 16:30:00,24.9451,94.1992,694.1444,1158.5
2020-07-09 16:31:00,24.3454,97.0448,691.9153,1131.5
2020-07-09 16:32:00,24.772,97.6772,692.5522,1123.0
2020-07-09 16:33:00,24.3222,94.5153,680.77,1111.0
2020-07-09 16:34:00,24.1947,96.7286,682.6806,1118.0
2020-07-09 16:35:00,24.5831,96.7286,677.5856,1112.0
2020-07-09 16:36:00,24.5599,97.0448,678.5409,1095.0
2020-07-09 16:37:00,24.973,90.4049,670.2614,1104.0
2020-07-09 16:38:00,25.0345,89.4564,663.8926,1082.5
2020-07-09 16:39:00,23.9272,93.883,669.3061,1086.0
2020-07-09 16:40:00,24.2711,90.7211,664.5295,1072.0
2020-07-09 16:41:00,24.7104,89.7726,658.1607,1082.0
2020-07-09 16:42:00,24.1211,89.4564,657.8423,1075.5
2020-07-09 16:43:00,24.1826,91.0373,653.7026,1041.5
2020-07-09 16:44:00,24.4179,88.824,650.1997,1070.5
2020-07-09 16:45:00,24.9336,94.8315,653.3841,1053.5
2020-07-09 16:46:00,23.7361,96.0963,655.6132,1054.0
2020-07-09 16:47:00,23.4819,90.4049,644.7863,1050.0
2020-07-09 16:48:00,24.5279,91.0373,643.8309,1028.5
2020-07-09 16:49:00,24.9259,89.4564,642.5571,1037.5
2020-07-09 16:50:00,24.6567,89.7726,643.194,1034.0
2020-07-09 16:51:00,25.5927,83.1327,633.9593,1027.0
2020-07-09 16:52:00,25.6856,81.8679,629.5011,1024.5
2020-07-09 16:53:00,25.6475,80.6032,627.272,1007.5
2020-07-09 16:54:00,25.4402,82.5003,625.043,1001.0
2020-07-09 16:55:00,24.4925,85.9783,628.2274,986.5
2020-07-09 16:56:00,24.8743,79.6546,613.8976,994.5
2020-07-09 16:57:00,25.5939,82.8165,615.1713,1006.5
2020-07-09 16:58:00,25.7942,82.8165,610.0762,980.5
2020-07-09 16:59:00,24.995,86.6107,617.082,969.0
2020-07-09 17:00:00,24.5433,84.7136,610.3947,964.5
2020-07-09 17:01:00,25.4179,85.6622,612.9422,964.5
2020-07-09 17:02:00,25.098,85.346,607.5287,967.5
2020-07-09 17:03:00,25.333,88.5078,608.4841,956.5
2020-07-09 17:04:00,25.1882,84.7136,597.9755,949.5
2020-07-09 17:05:00,25.3628,82.5003,594.7912,940.5
2020-07-09 17:06:00,25.4562,80.9194,588.7408,934.5
2020-07-09 17:07:00,25.7096,88.1916,595.428,937.5
2020-07-09 17:08:00,24.8531,81.8679,585.8749,925.0
2020-07-09 17:09:00,25.0476,86.2945,590.6514,922.5
2020-07-09 17:10:00,25.582,82.8165,584.6011,916.5
2020-07-09 17:11:00,24.798,84.0812,586.1932,911.0
2020-07-09 17:12:00,25.8135,81.2356,581.4167,914.5
2020-07-09 17:13:00,26.4988,81.2356,580.4614,906.0
2020-07-09 17:14:00,26.6482,79.0223,574.4109,887.0
2020-07-09 17:15:00,26.2338,81.2356,573.7741,888.0
2020-07-09 17:16:00,25.7716,85.6622,581.0983,887.0
2020-07-09 17:17:00,25.543,81.5518,570.5897,878.5
2020-07-09 17:18:00,26.087,82.1841,571.2266,879.0
2020-07-09 17:19:00,26.4329,87.5593,577.5954,872.5
2020-07-09 17:20:00,25.5648,80.287,566.1315,891.0
2020-07-09 17:21:00,25.0174,87.5593,575.6848,869.5
2020-07-09 17:22:00,25.7422,81.8679,567.7238,863.5
2020-07-09 17:23:00,24.8092,82.1841,563.584,855.0
2020-07-09 17:24:00,25.8915,82.5003,563.584,859.5
2020-07-09 17:25:00,25.6036,79.9708,557.5337,850.0
2020-07-09 17:26:00,25.4275,83.4489,559.7628,842.0
2020-07-09 17:27:00,25.4107,83.4489,558.489,843.5
2020-07-09 17:28:00,25.815,74.2795,547.0251,831.0
2020-07-09 17:29:00,25.7487,80.6032,551.8018,828.0
2020-07-09 17:30:00,25.9927,78.0737,545.1145,829.5
2020-07-09 17:31:00,25.7868,78.3899,544.1592,823.5
2020-07-09 17:32:00,25.822,81.8679,546.3882,815.5
2020-07-09 17:33:00,25.3203,75.2281,533.6507,792.0
2020-07-09 17:34:00,25.1694,77.4414,532.6954,808.0
2020-07-09 17:35:00,25.2683,77.4414,527.9188,807.0
2020-07-09 17:36:00,25.1789,73.9633,521.2315,797.5
2020-07-09 17:37:00,25.3519,72.6986,518.3655,792.5
2020-07-09 17:38:00,25.9167,72.6986,513.589,781.5
2020-07-09 17:39:00,25.5819,72.0662,508.1755,784.0
2020-07-09 17:40:00,24.9667,70.8015,504.6726,780.5
2020-07-09 17:41:00,25.3367,71.1177,503.3989,731.5
2020-07-09 17:42:00,24.9545,69.2205,498.6223,777.5
2020-07-09 17:43:00,25.544,66.6911,493.8457,768.0
2020-07-09 17:44:00,25.7348,67.0072,491.6166,761.5
2020-07-09 17:45:00,24.6869,65.7425,490.3428,764.0
2020-07-09 17:46:00,25.3653,65.4263,486.2031,747.0
2020-07-09 17:47:00,25.6393,62.2645,477.9237,743.0
2020-07-09 17:48:00,25.454,66.6911,482.0634,738.5
2020-07-09 17:49:00,25.923,57.2055,469.0074,772.5
2020-07-09 17:50:00,26.513,64.794,472.1917,749.0
2020-07-09 17:51:00,26.0158,62.5807,469.0074,726.0
2020-07-09 17:52:00,26.4475,62.2645,466.4598,721.5
2020-07-09 17:53:00,26.717,63.8454,464.5492,713.5
2020-07-09 17:54:00,26.2982,63.213,464.8676,727.0
2020-07-09 17:55:00,26.7504,60.9997,457.2251,704.0
2020-07-09 17:56:00,26.592,62.5807,454.6776,698.5
2020-07-09 17:57:00,26.216,59.1026,447.6719,697.0
2020-07-09 17:58:00,26.1929,59.4188,445.7612,688.0
2020-07-09 17:59:00,26.4223,59.4188,443.2137,675.0
2020-07-09 18:00:00,26.7564,58.1541,441.3031,660.5
2020-07-09 18:01:00,25.5988,58.4703,434.9343,671.0
2020-07-09 18:02:00,25.4073,57.2055,428.247,663.0
2020-07-09 18:03:00,25.7173,61.3159,430.1577,662.5
2020-07-09 18:04:00,25.7048,63.5292,433.0236,618.5
2020-07-09 18:05:00,25.8196,61.3159,427.6102,653.0
2020-07-09 18:06:00,26.2588,59.4188,419.6491,646.5
2020-07-09 18:07:00,26.1224,58.1541,413.9172,635.5
2020-07-09 18:08:00,26.0853,59.735,415.8279,592.0
2020-07-09 18:09:00,26.8732,59.4188,413.5988,666.5
2020-07-09 18:10:00,26.6862,54.676,404.0456,620.5
