time,rb_sup_air_flow_sp_cmh,rb_sup_air_temp_sp_C,rb_battery_rate_W,ra_zone_temp_hsp_C,ra_zone_temp_csp_C,ra_battery_rate_W
2020-07-09 11:00:00,,,,,,
2020-07-09 11:01:00,857.0,17.19,15.0,21.0,24.0,13.0
2020-07-09 11:02:00,723.0,15.7,15.0,21.0,24.0,8.0
2020-07-09 11:03:00,723.0,15.7,16.0,21.0,24.0,11.0
2020-07-09 11:04:00,723.0,15.7,21.0,21.0,24.0,13.0
2020-07-09 11:05:00,723.0,15.7,0.0,21.0,24.0,-3.0
2020-07-09 11:06:00,723.0,15.7,3.0,21.0,24.0,14.0
2020-07-09 11:07:00,723.0,15.7,14.0,21.0,24.0,15.0
2020-07-09 11:08:00,723.0,15.7,27.0,21.0,24.0,18.0
2020-07-09 11:09:00,723.0,15.7,13.0,21.0,24.0,4.0
2020-07-09 11:10:00,723.0,15.7,6.0,21.0,24.0,13.0
2020-07-09 11:11:00,723.0,15.7,40.0,21.0,24.0,8.0
2020-07-09 11:12:00,723.0,15.7,-7.0,21.0,24.0,-3.0
2020-07-09 11:13:00,723.0,15.7,14.0,21.0,24.0,11.0
2020-07-09 11:14:00,723.0,15.7,15.0,21.0,24.0,17.0
2020-07-09 11:15:00,723.0,15.7,22.0,21.0,24.0,2.0
2020-07-09 11:16:00,723.0,15.7,22.0,21.0,24.0,14.0
2020-07-09 11:17:00,543.0,12.48,247.0,21.0,24.0,17.0
2020-07-09 11:18:00,543.0,12.48,249.0,21.0,24.0,13.0
2020-07-09 11:19:00,543.0,12.48,266.0,21.0,24.0,10.0
2020-07-09 11:20:00,543.0,12.48,263.0,21.0,24.0,13.0
2020-07-09 11:21:00,543.0,12.48,250.0,21.0,24.0,12.0
2020-07-09 11:22:00,543.0,12.48,265.0,21.0,24.0,12.0
2020-07-09 11:23:00,543.0,12.48,260.0,21.0,24.0,5.0
2020-07-09 11:24:00,543.0,12.48,264.0,21.0,24.0,15.0
2020-07-09 11:25:00,543.0,12.48,261.0,21.0,24.0,20.0
2020-07-09 11:26:00,543.0,12.48,238.0,21.0,24.0,22.0
2020-07-09 11:27:00,543.0,12.48,265.0,21.0,24.0,3.0
2020-07-09 11:28:00,543.0,12.48,267.0,21.0,24.0,-1.0
2020-07-09 11:29:00,543.0,12.48,248.0,21.0,24.0,10.0
2020-07-09 11:30:00,543.0,12.48,249.0,21.0,24.0,2.0
2020-07-09 11:31:00,543.0,12.48,253.0,21.0,24.0,7.0
2020-07-09 11:32:00,580.0,11.83,148.0,21.0,24.0,14.0
2020-07-09 11:33:00,580.0,11.83,137.0,21.0,24.0,10.0
2020-07-09 11:34:00,,,149.0,21.0,24.0,-2.0
2020-07-09 11:35:00,580.0,11.83,146.0,21.0,24.0,15.0
2020-07-09 11:36:00,580.0,11.83,139.0,21.0,24.0,4.0
2020-07-09 11:37:00,580.0,11.83,146.0,21.0,24.0,20.0
2020-07-09 11:38:00,580.0,11.83,146.0,21.0,24.0,16.0
2020-07-09 11:39:00,580.0,11.83,147.0,21.0,24.0,21.0
2020-07-09 11:40:00,580.0,11.83,130.0,21.0,24.0,6.0
2020-07-09 11:41:00,580.0,11.83,127.0,21.0,24.0,10.0
2020-07-09 11:42:00,580.0,11.83,138.0,21.0,24.0,17.0
2020-07-09 11:43:00,580.0,11.83,127.0,21.0,24.0,2.0
2020-07-09 11:44:00,580.0,11.83,122.0,21.0,24.0,17.0
2020-07-09 11:45:00,580.0,11.83,143.0,21.0,24.0,20.0
2020-07-09 11:46:00,580.0,11.83,143.0,21.0,24.0,18.0
2020-07-09 11:47:00,502.0,11.85,141.0,21.0,24.0,-1.0
2020-07-09 11:48:00,502.0,11.85,134.0,21.0,24.0,22.0
2020-07-09 11:49:00,502.0,11.85,142.0,21.0,24.0,18.0
2020-07-09 11:50:00,502.0,11.85,138.0,21.0,24.0,5.0
2020-07-09 11:51:00,502.0,11.85,149.0,21.0,24.0,13.0
2020-07-09 11:52:00,502.0,11.85,138.0,21.0,24.0,22.0
2020-07-09 11:53:00,502.0,11.85,115.0,21.0,24.0,15.0
2020-07-09 11:54:00,502.0,11.85,132.0,21.0,24.0,10.0
2020-07-09 11:55:00,502.0,11.85,137.0,21.0,24.0,15.0
2020-07-09 11:56:00,502.0,11.85,127.0,21.0,24.0,15.0
2020-07-09 11:57:00,502.0,11.85,129.0,21.0,24.0,2.0
2020-07-09 11:58:00,502.0,11.85,138.0,21.0,24.0,14.0
2020-07-09 11:59:00,502.0,11.85,146.0,21.0,24.0,1.0
2020-07-09 12:00:00,502.0,11.85,140.0,21.0,24.0,16.0
2020-07-09 12:01:00,502.0,11.85,120.0,21.0,24.0,20.0
2020-07-09 12:02:00,654.0,11.96,257.0,21.0,24.0,15.0
2020-07-09 12:03:00,654.0,11.96,260.0,21.0,24.0,15.0
2020-07-09 12:04:00,654.0,11.96,244.0,21.0,24.0,14.0
2020-07-09 12:05:00,654.0,11.96,258.0,21.0,24.0,8.0
2020-07-09 12:06:00,654.0,11.96,246.0,21.0,24.0,16.0
2020-07-09 12:07:00,654.0,11.96,240.0,21.0,24.0,14.0
2020-07-09 12:08:00,654.0,11.96,254.0,21.0,24.0,17.0
2020-07-09 12:09:00,654.0,11.96,264.0,21.0,24.0,20.0
2020-07-09 12:10:00,654.0,11.96,269.0,21.0,24.0,0.0
2020-07-09 12:11:00,654.0,11.96,264.0,21.0,24.0,0.0
2020-07-09 12:12:00,654.0,11.96,253.0,21.0,24.0,0.0
2020-07-09 12:13:00,654.0,11.96,259.0,21.0,24.0,0.0
2020-07-09 12:14:00,654.0,11.96,259.0,21.0,24.0,0.0
2020-07-09 12:15:00,654.0,11.96,268.0,21.0,24.0,0.0
2020-07-09 12:16:00,654.0,11.96,276.0,21.0,24.0,0.0
2020-07-09 12:17:00,399.0,11.48,384.0,21.0,24.0,0.0
2020-07-09 12:18:00,399.0,11.48,389.0,21.0,24.0,262.0
2020-07-09 12:19:00,399.0,11.48,390.0,21.0,24.0,261.0
2020-07-09 12:20:00,399.0,11.48,392.0,21.0,24.0,253.0
2020-07-09 12:21:00,399.0,11.48,375.0,21.0,24.0,252.0
2020-07-09 12:22:00,399.0,11.48,383.0,21.0,24.0,255.0
2020-07-09 12:23:00,399.0,11.48,379.0,21.0,24.0,260.0
2020-07-09 12:24:00,399.0,11.48,380.0,21.0,24.0,256.0
2020-07-09 12:25:00,399.0,11.48,389.0,21.0,24.0,264.0
2020-07-09 12:26:00,399.0,11.48,380.0,21.0,24.0,261.0
2020-07-09 12:27:00,399.0,11.48,389.0,21.0,24.0,261.0
2020-07-09 12:28:00,399.0,11.48,393.0,21.0,24.0,253.0
2020-07-09 12:29:00,399.0,11.48,393.0,21.0,24.0,261.0
2020-07-09 12:30:00,399.0,11.48,367.0,21.0,24.0,265.0
2020-07-09 12:31:00,399.0,11.48,387.0,21.0,24.0,261.0
2020-07-09 12:32:00,308.0,11.1,506.0,21.0,24.0,500.0
2020-07-09 12:33:00,308.0,11.1,496.0,21.0,24.0,515.0
2020-07-09 12:34:00,308.0,11.1,491.0,21.0,24.0,496.0
2020-07-09 12:35:00,308.0,11.1,508.0,21.0,24.0,501.0
2020-07-09 12:36:00,308.0,11.1,497.0,21.0,24.0,509.0
2020-07-09 12:37:00,308.0,11.1,530.0,21.0,24.0,515.0
2020-07-09 12:38:00,308.0,11.1,503.0,21.0,24.0,510.0
2020-07-09 12:39:00,308.0,11.1,516.0,21.0,24.0,501.0
2020-07-09 12:40:00,308.0,11.1,511.0,21.0,24.0,505.0
2020-07-09 12:41:00,308.0,11.1,514.0,21.0,24.0,500.0
2020-07-09 12:42:00,308.0,11.1,510.0,21.0,24.0,510.0
2020-07-09 12:43:00,308.0,11.1,515.0,21.0,24.0,501.0
2020-07-09 12:44:00,308.0,11.1,503.0,21.0,24.0,508.0
2020-07-09 12:45:00,308.0,11.1,515.0,21.0,24.0,499.0
2020-07-09 12:46:00,308.0,11.1,511.0,21.0,24.0,513.0
2020-07-09 12:47:00,408.0,11.02,528.0,21.0,24.0,523.0
2020-07-09 12:48:00,408.0,11.02,513.0,21.0,24.0,524.0
2020-07-09 12:49:00,408.0,11.02,508.0,21.0,24.0,531.0
2020-07-09 12:50:00,408.0,11.02,517.0,21.0,24.0,521.0
2020-07-09 12:51:00,408.0,11.02,510.0,21.0,24.0,515.0
2020-07-09 12:52:00,408.0,11.02,501.0,21.0,24.0,524.0
2020-07-09 12:53:00,408.0,11.02,494.0,21.0,24.0,524.0
2020-07-09 12:54:00,408.0,11.02,519.0,21.0,24.0,518.0
2020-07-09 12:55:00,408.0,11.02,501.0,21.0,24.0,518.0
2020-07-09 12:56:00,408.0,11.02,517.0,21.0,24.0,534.0
2020-07-09 12:57:00,408.0,11.02,519.0,21.0,24.0,526.0
2020-07-09 12:58:00,408.0,11.02,508.0,21.0,24.0,528.0
2020-07-09 12:59:00,408.0,11.02,511.0,21.0,24.0,518.0
2020-07-09 13:00:00,408.0,11.02,510.0,21.0,24.0,517.0
2020-07-09 13:01:00,408.0,11.02,519.0,21.0,24.0,528.0
2020-07-09 13:02:00,397.0,10.9,380.0,21.0,24.0,510.0
2020-07-09 13:03:00,397.0,10.9,403.0,21.0,24.0,523.0
2020-07-09 13:04:00,397.0,10.9,390.0,21.0,24.0,529.0
2020-07-09 13:05:00,397.0,10.9,382.0,21.0,24.0,526.0
2020-07-09 13:06:00,397.0,10.9,391.0,21.0,24.0,505.0
2020-07-09 13:07:00,397.0,10.9,377.0,21.0,24.0,526.0
2020-07-09 13:08:00,397.0,10.9,376.0,21.0,24.0,523.0
2020-07-09 13:09:00,397.0,10.9,381.0,21.0,24.0,519.0
2020-07-09 13:10:00,397.0,10.9,389.0,21.0,24.0,519.0
2020-07-09 13:11:00,397.0,10.9,386.0,21.0,24.0,526.0
2020-07-09 13:12:00,397.0,10.9,387.0,21.0,24.0,534.0
2020-07-09 13:13:00,397.0,10.9,389.0,21.0,24.0,508.0
2020-07-09 13:14:00,397.0,10.9,387.0,21.0,24.0,537.0
2020-07-09 13:15:00,397.0,10.9,370.0,21.0,24.0,524.0
2020-07-09 13:16:00,397.0,10.9,382.0,21.0,24.0,517.0
2020-07-09 13:17:00,431.0,10.98,387.0,21.0,24.0,265.0
2020-07-09 13:18:00,431.0,10.98,370.0,21.0,24.0,243.0
2020-07-09 13:19:00,431.0,10.98,378.0,21.0,24.0,271.0
2020-07-09 13:20:00,431.0,10.98,371.0,21.0,24.0,252.0
2020-07-09 13:21:00,431.0,10.98,374.0,21.0,24.0,270.0
2020-07-09 13:22:00,431.0,10.98,389.0,21.0,24.0,248.0
2020-07-09 13:23:00,431.0,10.98,391.0,21.0,24.0,262.0
2020-07-09 13:24:00,431.0,10.98,392.0,21.0,24.0,263.0
2020-07-09 13:25:00,431.0,10.98,392.0,21.0,24.0,263.0
2020-07-09 13:26:00,431.0,10.98,386.0,21.0,24.0,263.0
2020-07-09 13:27:00,431.0,10.98,390.0,21.0,24.0,249.0
2020-07-09 13:28:00,431.0,10.98,383.0,21.0,24.0,250.0
2020-07-09 13:29:00,431.0,10.98,395.0,21.0,24.0,253.0
2020-07-09 13:30:00,431.0,10.98,392.0,21.0,24.0,256.0
2020-07-09 13:31:00,431.0,10.98,385.0,21.0,24.0,253.0
2020-07-09 13:32:00,444.0,10.97,377.0,21.0,24.0,246.0
2020-07-09 13:33:00,444.0,10.97,385.0,21.0,24.0,261.0
2020-07-09 13:34:00,444.0,10.97,392.0,21.0,24.0,268.0
2020-07-09 13:35:00,444.0,10.97,388.0,21.0,24.0,259.0
2020-07-09 13:36:00,444.0,10.97,386.0,21.0,24.0,260.0
2020-07-09 13:37:00,444.0,10.97,376.0,21.0,24.0,244.0
2020-07-09 13:38:00,444.0,10.97,387.0,21.0,24.0,252.0
2020-07-09 13:39:00,444.0,10.97,367.0,21.0,24.0,255.0
2020-07-09 13:40:00,444.0,10.97,383.0,21.0,24.0,256.0
2020-07-09 13:41:00,444.0,10.97,380.0,21.0,24.0,251.0
2020-07-09 13:42:00,444.0,10.97,394.0,21.0,24.0,260.0
2020-07-09 13:43:00,444.0,10.97,389.0,21.0,24.0,259.0
2020-07-09 13:44:00,444.0,10.97,380.0,21.0,24.0,249.0
2020-07-09 13:45:00,444.0,10.97,405.0,21.0,24.0,269.0
2020-07-09 13:46:00,444.0,10.97,385.0,21.0,24.0,266.0
2020-07-09 13:47:00,446.0,10.8,388.0,21.0,24.0,8.0
2020-07-09 13:48:00,446.0,10.8,395.0,21.0,24.0,13.0
2020-07-09 13:49:00,446.0,10.8,392.0,21.0,24.0,15.0
2020-07-09 13:50:00,446.0,10.8,397.0,21.0,24.0,20.0
2020-07-09 13:51:00,446.0,10.8,377.0,21.0,24.0,11.0
2020-07-09 13:52:00,446.0,10.8,391.0,21.0,24.0,11.0
2020-07-09 13:53:00,446.0,10.8,387.0,21.0,24.0,4.0
2020-07-09 13:54:00,446.0,10.8,390.0,21.0,24.0,3.0
2020-07-09 13:55:00,446.0,10.8,391.0,21.0,24.0,3.0
2020-07-09 13:56:00,446.0,10.8,398.0,21.0,24.0,12.0
2020-07-09 13:57:00,446.0,10.8,384.0,21.0,24.0,11.0
2020-07-09 13:58:00,446.0,10.8,364.0,21.0,24.0,1.0
2020-07-09 13:59:00,446.0,10.8,371.0,21.0,24.0,17.0
2020-07-09 14:00:00,446.0,10.8,398.0,21.0,24.0,4.0
2020-07-09 14:01:00,446.0,10.8,391.0,21.0,24.0,3.0
2020-07-09 14:02:00,435.0,11.19,379.0,21.0,24.0,12.0
2020-07-09 14:03:00,435.0,11.19,388.0,21.0,24.0,0.0
2020-07-09 14:04:00,435.0,11.19,353.0,21.0,24.0,7.0
2020-07-09 14:05:00,435.0,11.19,387.0,21.0,24.0,8.0
2020-07-09 14:06:00,435.0,11.19,395.0,21.0,24.0,6.0
2020-07-09 14:07:00,435.0,11.19,368.0,21.0,24.0,13.0
2020-07-09 14:08:00,435.0,11.19,392.0,21.0,24.0,10.0
2020-07-09 14:09:00,435.0,11.19,377.0,21.0,24.0,11.0
2020-07-09 14:10:00,435.0,11.19,398.0,21.0,24.0,4.0
2020-07-09 14:11:00,435.0,11.19,391.0,21.0,24.0,3.0
2020-07-09 14:12:00,435.0,11.19,400.0,21.0,24.0,0.0
2020-07-09 14:13:00,435.0,11.19,384.0,21.0,24.0,10.0
2020-07-09 14:14:00,435.0,11.19,372.0,21.0,24.0,8.0
2020-07-09 14:15:00,435.0,11.19,388.0,21.0,24.0,15.0
2020-07-09 14:16:00,435.0,11.19,395.0,21.0,24.0,10.0
2020-07-09 14:17:00,480.0,11.82,247.0,21.0,24.0,-198.0
2020-07-09 14:18:00,480.0,11.82,253.0,21.0,24.0,-202.0
2020-07-09 14:19:00,480.0,11.82,267.0,21.0,24.0,-191.0
2020-07-09 14:20:00,480.0,11.82,264.0,21.0,24.0,-196.0
2020-07-09 14:21:00,480.0,11.82,253.0,21.0,24.0,-190.0
2020-07-09 14:22:00,480.0,11.82,267.0,21.0,24.0,-190.0
2020-07-09 14:23:00,480.0,11.82,258.0,21.0,24.0,-194.0
2020-07-09 14:24:00,480.0,11.82,255.0,21.0,24.0,-188.0
2020-07-09 14:25:00,480.0,11.82,269.0,21.0,24.0,-191.0
2020-07-09 14:26:00,480.0,11.82,254.0,21.0,24.0,-189.0
2020-07-09 14:27:00,480.0,11.82,260.0,21.0,24.0,-189.0
2020-07-09 14:28:00,480.0,11.82,253.0,21.0,24.0,-205.0
2020-07-09 14:29:00,480.0,11.82,266.0,21.0,24.0,-198.0
2020-07-09 14:30:00,480.0,11.82,266.0,21.0,24.0,-200.0
2020-07-09 14:31:00,480.0,11.82,251.0,21.0,24.0,-187.0
2020-07-09 14:32:00,553.0,12.08,267.0,21.0,24.0,-305.0
2020-07-09 14:33:00,553.0,12.08,259.0,21.0,24.0,-303.0
2020-07-09 14:34:00,553.0,12.08,245.0,21.0,24.0,-305.0
2020-07-09 14:35:00,553.0,12.08,265.0,21.0,24.0,-303.0
2020-07-09 14:36:00,553.0,12.08,254.0,21.0,24.0,-313.0
2020-07-09 14:37:00,553.0,12.08,260.0,21.0,24.0,-293.0
2020-07-09 14:38:00,553.0,12.08,258.0,21.0,24.0,-300.0
2020-07-09 14:39:00,553.0,12.08,263.0,21.0,24.0,-303.0
2020-07-09 14:40:00,553.0,12.08,261.0,21.0,24.0,-298.0
2020-07-09 14:41:00,553.0,12.08,262.0,21.0,24.0,-307.0
2020-07-09 14:42:00,553.0,12.08,249.0,21.0,24.0,-300.0
2020-07-09 14:43:00,553.0,12.08,256.0,21.0,24.0,-307.0
2020-07-09 14:44:00,553.0,12.08,266.0,21.0,24.0,-308.0
2020-07-09 14:45:00,553.0,12.08,256.0,21.0,24.0,-303.0
2020-07-09 14:46:00,553.0,12.08,251.0,21.0,24.0,-302.0
2020-07-09 14:47:00,644.0,12.34,13.0,21.0,24.0,-411.0
2020-07-09 14:48:00,644.0,12.34,11.0,21.0,24.0,-410.0
2020-07-09 14:49:00,644.0,12.34,-7.0,21.0,24.0,-418.0
2020-07-09 14:50:00,644.0,12.34,16.0,21.0,24.0,-420.0
2020-07-09 14:51:00,644.0,12.34,16.0,21.0,24.0,-414.0
2020-07-09 14:52:00,644.0,12.34,5.0,21.0,24.0,-413.0
2020-07-09 14:53:00,644.0,12.34,18.0,21.0,24.0,-413.0
2020-07-09 14:54:00,644.0,12.34,20.0,21.0,24.0,-411.0
2020-07-09 14:55:00,644.0,12.34,20.0,21.0,24.0,-412.0
2020-07-09 14:56:00,644.0,12.34,14.0,21.0,24.0,-420.0
2020-07-09 14:57:00,644.0,12.34,18.0,21.0,24.0,-423.0
2020-07-09 14:58:00,644.0,12.34,18.0,21.0,24.0,-426.0
2020-07-09 14:59:00,644.0,12.34,-2.0,21.0,24.0,-419.0
2020-07-09 15:00:00,644.0,12.34,9.0,21.0,24.0,-419.0
2020-07-09 15:01:00,644.0,12.34,15.0,21.0,24.0,-414.0
2020-07-09 15:02:00,598.0,12.32,18.0,21.0,24.0,-418.0
2020-07-09 15:03:00,598.0,12.32,15.0,21.0,24.0,-415.0
2020-07-09 15:04:00,598.0,12.32,10.0,21.0,24.0,-430.0
2020-07-09 15:05:00,598.0,12.32,6.0,21.0,24.0,-409.0
2020-07-09 15:06:00,598.0,12.32,2.0,21.0,24.0,-416.0
2020-07-09 15:07:00,598.0,12.32,6.0,21.0,24.0,-415.0
2020-07-09 15:08:00,598.0,12.32,15.0,21.0,24.0,-418.0
2020-07-09 15:09:00,598.0,12.32,17.0,21.0,24.0,-412.0
2020-07-09 15:10:00,598.0,12.32,0.0,21.0,24.0,-412.0
2020-07-09 15:11:00,598.0,12.32,9.0,21.0,24.0,-425.0
2020-07-09 15:12:00,598.0,12.32,-4.0,21.0,24.0,-430.0
2020-07-09 15:13:00,598.0,12.32,20.0,21.0,24.0,-424.0
2020-07-09 15:14:00,598.0,12.32,12.0,21.0,24.0,-428.0
2020-07-09 15:15:00,598.0,12.32,13.0,21.0,24.0,-425.0
2020-07-09 15:16:00,598.0,12.32,-1.0,21.0,24.0,-413.0
2020-07-09 15:17:00,605.0,12.52,9.0,21.0,24.0,-418.0
2020-07-09 15:18:00,605.0,12.52,15.0,21.0,24.0,-425.0
2020-07-09 15:19:00,605.0,12.52,22.0,21.0,24.0,-433.0
2020-07-09 15:20:00,605.0,12.52,24.0,21.0,24.0,-412.0
2020-07-09 15:21:00,605.0,12.52,16.0,21.0,24.0,-427.0
2020-07-09 15:22:00,605.0,12.52,10.0,21.0,24.0,1.0
2020-07-09 15:23:00,605.0,12.52,15.0,21.0,24.0,-424.0
2020-07-09 15:24:00,605.0,12.52,15.0,21.0,24.0,-429.0
2020-07-09 15:25:00,605.0,12.52,2.0,21.0,24.0,-422.0
2020-07-09 15:26:00,605.0,12.52,13.0,21.0,24.0,-426.0
2020-07-09 15:27:00,605.0,12.52,0.0,21.0,24.0,-423.0
2020-07-09 15:28:00,605.0,12.52,-4.0,21.0,24.0,-424.0
2020-07-09 15:29:00,605.0,12.52,0.0,21.0,24.0,7.0
2020-07-09 15:30:00,605.0,12.52,20.0,21.0,24.0,13.0
2020-07-09 15:31:00,605.0,12.52,12.0,21.0,24.0,12.0
2020-07-09 15:32:00,792.0,13.79,15.0,21.0,24.0,13.0
2020-07-09 15:33:00,792.0,13.79,16.0,21.0,24.0,8.0
2020-07-09 15:34:00,792.0,13.79,6.0,21.0,24.0,12.0
2020-07-09 15:35:00,792.0,13.79,7.0,21.0,24.0,7.0
2020-07-09 15:36:00,792.0,13.79,16.0,21.0,24.0,20.0
2020-07-09 15:37:00,792.0,13.79,19.0,21.0,24.0,15.0
2020-07-09 15:38:00,792.0,13.79,13.0,21.0,24.0,13.0
2020-07-09 15:39:00,792.0,13.79,31.0,21.0,24.0,7.0
2020-07-09 15:40:00,792.0,13.79,26.0,21.0,24.0,0.0
2020-07-09 15:41:00,792.0,13.79,19.0,21.0,24.0,12.0
2020-07-09 15:42:00,792.0,13.79,22.0,21.0,24.0,5.0
2020-07-09 15:43:00,792.0,13.79,7.0,21.0,24.0,14.0
2020-07-09 15:44:00,792.0,13.79,12.0,21.0,24.0,14.0
2020-07-09 15:45:00,792.0,13.79,17.0,21.0,24.0,9.0
2020-07-09 15:46:00,792.0,13.79,24.0,21.0,24.0,15.0
2020-07-09 15:47:00,755.0,13.08,-188.0,21.0,24.0,12.0
2020-07-09 15:48:00,755.0,13.08,-189.0,21.0,24.0,13.0
2020-07-09 15:49:00,755.0,13.08,-201.0,21.0,24.0,10.0
2020-07-09 15:50:00,755.0,13.08,-191.0,21.0,24.0,8.0
2020-07-09 15:51:00,755.0,13.08,-211.0,21.0,24.0,15.0
2020-07-09 15:52:00,755.0,13.08,-209.0,21.0,24.0,10.0
2020-07-09 15:53:00,755.0,13.08,-180.0,21.0,24.0,14.0
2020-07-09 15:54:00,755.0,13.08,-193.0,21.0,24.0,18.0
2020-07-09 15:55:00,755.0,13.08,-198.0,21.0,24.0,10.0
2020-07-09 15:56:00,755.0,13.08,-197.0,21.0,24.0,16.0
2020-07-09 15:57:00,755.0,13.08,-192.0,21.0,24.0,16.0
2020-07-09 15:58:00,755.0,13.08,-193.0,21.0,24.0,7.0
2020-07-09 15:59:00,755.0,13.08,-200.0,21.0,24.0,13.0
2020-07-09 16:00:00,755.0,13.08,-186.0,21.0,24.0,0.0
2020-07-09 16:01:00,755.0,13.08,-198.0,21.0,24.0,11.0
2020-07-09 16:02:00,749.0,13.16,-198.0,21.0,24.0,13.0
2020-07-09 16:03:00,749.0,13.16,-203.0,21.0,24.0,13.0
2020-07-09 16:04:00,749.0,13.16,-181.0,21.0,24.0,10.0
2020-07-09 16:05:00,749.0,13.16,-194.0,21.0,24.0,19.0
2020-07-09 16:06:00,749.0,13.16,-200.0,21.0,24.0,3.0
2020-07-09 16:07:00,749.0,13.16,-187.0,21.0,24.0,5.0
2020-07-09 16:08:00,749.0,13.16,-199.0,21.0,24.0,11.0
2020-07-09 16:09:00,749.0,13.16,-189.0,21.0,24.0,17.0
2020-07-09 16:10:00,749.0,13.16,-191.0,21.0,24.0,10.0
2020-07-09 16:11:00,749.0,13.16,-189.0,21.0,24.0,-2.0
2020-07-09 16:12:00,749.0,13.16,-189.0,21.0,24.0,7.0
2020-07-09 16:13:00,749.0,13.16,-196.0,21.0,24.0,14.0
2020-07-09 16:14:00,749.0,13.16,-199.0,21.0,24.0,17.0
2020-07-09 16:15:00,749.0,13.16,-206.0,21.0,24.0,17.0
2020-07-09 16:16:00,749.0,13.16,-204.0,21.0,24.0,11.0
2020-07-09 16:17:00,787.0,12.36,-196.0,21.0,24.0,7.0
2020-07-09 16:18:00,787.0,12.36,-195.0,21.0,24.0,9.0
2020-07-09 16:19:00,787.0,12.36,-199.0,21.0,24.0,11.0
2020-07-09 16:20:00,787.0,12.36,-204.0,21.0,24.0,14.0
2020-07-09 16:21:00,787.0,12.36,-206.0,21.0,24.0,19.0
2020-07-09 16:22:00,787.0,12.36,-200.0,21.0,24.0,11.0
2020-07-09 16:23:00,787.0,12.36,-186.0,21.0,24.0,7.0
2020-07-09 16:24:00,787.0,12.36,-190.0,21.0,24.0,11.0
2020-07-09 16:25:00,787.0,12.36,-194.0,21.0,24.0,10.0
2020-07-09 16:26:00,787.0,12.36,-208.0,21.0,24.0,15.0
2020-07-09 16:27:00,787.0,12.36,-208.0,21.0,24.0,4.0
2020-07-09 16:28:00,787.0,12.36,-210.0,21.0,24.0,9.0
2020-07-09 16:29:00,787.0,12.36,-198.0,21.0,24.0,0.0
2020-07-09 16:30:00,787.0,12.36,-196.0,21.0,24.0,13.0
2020-07-09 16:31:00,787.0,12.36,-207.0,21.0,24.0,13.0
2020-07-09 16:32:00,842.0,15.1,-599.0,21.0,24.0,4.0
2020-07-09 16:33:00,842.0,15.1,-602.0,21.0,24.0,10.0
2020-07-09 16:34:00,842.0,15.1,-593.0,21.0,24.0,-2.0
2020-07-09 16:35:00,842.0,15.1,-597.0,21.0,24.0,10.0
2020-07-09 16:36:00,842.0,15.1,-606.0,21.0,24.0,2.0
2020-07-09 16:37:00,842.0,15.1,-593.0,21.0,24.0,8.0
2020-07-09 16:38:00,842.0,15.1,-603.0,21.0,24.0,13.0
2020-07-09 16:39:00,842.0,15.1,-598.0,21.0,24.0,6.0
2020-07-09 16:40:00,842.0,15.1,-594.0,21.0,24.0,5.0
2020-07-09 16:41:00,842.0,15.1,-609.0,21.0,24.0,12.0
2020-07-09 16:42:00,842.0,15.1,-606.0,21.0,24.0,16.0
2020-07-09 16:43:00,842.0,15.1,-610.0,21.0,24.0,14.0
2020-07-09 16:44:00,842.0,15.1,-597.0,21.0,24.0,10.0
2020-07-09 16:45:00,842.0,15.1,-601.0,21.0,24.0,15.0
2020-07-09 16:46:00,842.0,15.1,-617.0,21.0,24.0,17.0
2020-07-09 16:47:00,819.0,14.75,-962.0,21.0,24.0,-1.0
2020-07-09 16:48:00,819.0,14.75,-962.0,21.0,24.0,15.0
2020-07-09 16:49:00,819.0,14.75,-962.0,21.0,24.0,20.0
2020-07-09 16:50:00,819.0,14.75,-950.0,21.0,24.0,7.0
2020-07-09 16:51:00,819.0,14.75,-963.0,21.0,24.0,0.0
2020-07-09 16:52:00,819.0,14.75,-960.0,21.0,24.0,15.0
2020-07-09 16:53:00,819.0,14.75,-975.0,21.0,24.0,5.0
2020-07-09 16:54:00,819.0,14.75,-952.0,21.0,24.0,6.0
2020-07-09 16:55:00,819.0,14.75,-951.0,21.0,24.0,7.0
2020-07-09 16:56:00,819.0,14.75,-969.0,21.0,24.0,19.0
2020-07-09 16:57:00,819.0,14.75,-958.0,21.0,24.0,9.0
2020-07-09 16:58:00,819.0,14.75,-958.0,21.0,24.0,2.0
2020-07-09 16:59:00,819.0,14.75,-975.0,21.0,24.0,15.0
2020-07-09 17:00:00,819.0,14.75,-939.0,21.0,24.0,8.0
2020-07-09 17:01:00,819.0,14.75,-977.0,21.0,24.0,-2.0
2020-07-09 17:02:00,631.0,15.09,-970.0,21.0,24.0,6.0
2020-07-09 17:03:00,631.0,15.09,-961.0,21.0,24.0,10.0
2020-07-09 17:04:00,631.0,15.09,-951.0,21.0,24.0,17.0
2020-07-09 17:05:00,631.0,15.09,-947.0,21.0,24.0,10.0
2020-07-09 17:06:00,631.0,15.09,-952.0,21.0,24.0,-2.0
2020-07-09 17:07:00,631.0,15.09,-964.0,21.0,24.0,11.0
2020-07-09 17:08:00,631.0,15.09,-968.0,21.0,24.0,12.0
2020-07-09 17:09:00,631.0,15.09,-960.0,21.0,24.0,16.0
2020-07-09 17:10:00,631.0,15.09,-953.0,21.0,24.0,19.0
2020-07-09 17:11:00,631.0,15.09,-968.0,21.0,24.0,3.0
